JOBID=28562
Size, Timepoint Index, Time
128M, End, 56, 0.0490538
128M, End, 57, 0.0486168
128M, End, 58, 0.0484894
128M, End, 59, 0.0484827
128M, End, 60, 0.0485009
128M, End, 61, 0.0488971
128M, End, 62, 0.04882
128M, End, 63, 0.0485632
128M, End, 64, 0.0485368
128M, End, 65, 0.0487371
128M, End, 66, 0.0484981
128M, End, 67, 0.0483908
128M, End, 68, 0.0485197
128M, End, 69, 0.0485631
128M, End, 70, 0.0485438
128M, End, 71, 0.0484263
128M, End, 72, 0.0484756
128M, End, 73, 0.0485057
128M, End, 74, 0.0483793
128M, End, 75, 0.0484708
128M, End, 76, 0.0485488
128M, End, 77, 0.048446
128M, End, 78, 0.0485534
128M, End, 79, 0.0485119
128M, End, 80, 0.0485298
128M, End, 81, 0.0484305
128M, End, 82, 0.0484299
128M, End, 83, 0.0485529
128M, End, 84, 0.048485
128M, End, 85, 0.0485477
128M, End, 86, 0.0485128
128M, End, 87, 0.0492519
128M, End, 88, 0.0491134
128M, End, 89, 0.048551
128M, End, 90, 0.0484935
128M, End, 91, 0.0485532
128M, End, 92, 0.0485073
128M, End, 93, 0.048494
128M, End, 94, 0.0485875
128M, End, 95, 0.048678
128M, End, 96, 0.048592
128M, End, 97, 0.0486162
128M, End, 98, 0.0487384
128M, End, 99, 0.0485778
128M, End, 100, 0.0484404
